,structure,bandgap,A_r_atom,B_r_atom,X_r_atom,A_r_ion,B_r_ion,X_r_ion,A_ie,B_ie,X_ie,A_ea,B_ea,X_ea,A_x,B_x,X_x,A_N,B_N,X_N,A_M,B_M,X_M,HOMO,LUMO,gap_AO,bond_mean,bond_var,bond_cv,delta_X_bx_bond_mean,delta_X_bx_bond_var,ratio_X_bx_bond_mean,ratio_X_bx_bond_var,delta_ea_bx_bond_mean,delta_ea_bx_bond_var,ratio_ea_bx_bond_mean,ratio_ea_bx_bond_var,delta_X_bx_bond_cv,ratio_X_bx_bond_cv,delta_ea_bx_bond_cv,ratio_ea_bx_bond_cv,(B_x - X_x),(B_x / X_x),(B_x - X_x)/(B_r_ion + X_r_ion),(B_x / X_x)/(B_r_ion + X_r_ion),(B_x/B_r_ion),(X_x/X_r_ion),(B_x/B_r_ion)+(X_x/X_r_ion),(B_x/B_r_ion)-(X_x/X_r_ion),(B_x/B_r_ion)*(X_x/X_r_ion),(B_x/B_r_ion)/(X_x/X_r_ion),(B_ea - X_ea),(B_ea / X_ea),(B_ea - X_ea)/(B_r_ion + X_r_ion),(B_ea / X_ea)/(B_r_ion + X_r_ion),(B_ea/B_r_ion),(X_ea/X_r_ion),(B_ea/B_r_ion)+(X_ea/X_r_ion),(B_ea/B_r_ion)-(X_ea/X_r_ion),(B_ea/B_r_ion)*(X_ea/X_r_ion),(B_ea/B_r_ion)/(X_ea/X_r_ion),(B_r_ion + X_r_ion),(B_r_ion / X_r_ion),(A_r_ion + X_r_ion)/(1.414*(B_r_ion + X_r_ion)),log(bond_var),log(bond_cv),log(delta_X_bx_bond_var),log(delta_ea_bx_bond_var),log(ratio_X_bx_bond_var),log(ratio_ea_bx_bond_var),log(delta_X_bx_bond_cv),log(ratio_X_bx_bond_cv),log(delta_ea_bx_bond_cv),log(ratio_ea_bx_bond_cv)
239,Rb_Pb_Br_Br_F_POSCAR,0,2.35,1.8,0.933333333,1.66,1.1225,0.823333333,4.1771281,7.4166799,13.68348,0.48591621,0.3567212,3.376122141,0.82,2.33,3.3,37,82,26.33333333,85.4678,207.2,59.6021344,-0.295334,-0.141831,0.153503,2.462420363,0.027694766,0.011246969,0.409745879,0.054826087,0.291016464,0.000396148,1.232615677,0.009033386,0.043101007,0.00000797,0.133805098,0.001361258,0.007328631,0.000184946,-0.97,0.706060606,-0.498501071,0.362857699,2.075723831,4.008097168,6.083820998,-1.932373337,8.319702807,0.517882612,-3.019400941,0.10566004,-1.551726394,0.054300663,0.317791715,4.100553209,4.418344924,-3.782761494,1.303121837,0.077499717,1.945833333,1.363360324,0.902568079,-3.586511837,-4.487656609,-2.903589158,-4.70682801,-7.833722679,-11.73982607,-2.01137103,-6.599346007,-4.915966547,-8.595446667
240,Cs_Ca_F_Cl_I_POSCAR,4.2888,2.6,1.8,0.966666667,1.81,1.14,0.919444444,3.893905727,6.11315547,13.61390433,0.47163025,0.024551,3.357655828,0.79,1,3.266666667,55,20,26.33333333,132.9054519,40.078,60.45195773,-0.267904,-0.141411,0.126493,2.52546257,0.047635462,0.018862074,0.924004876,0.094049035,0.12376352,0.000100497,1.333066098,0.028976029,0.002924797,6.68E-08,0.101784133,0.00081201,0.021736378,0.0000228,-2.266666667,0.306122449,-1.100620448,0.148643218,0.877192982,3.552870093,4.430063075,-2.67567711,3.116552713,0.246897004,-3.333104828,0.007311947,-1.618448528,0.003550446,0.021535965,3.651831114,3.673367079,-3.630295149,0.078645707,0.005897306,2.059444444,1.239879155,0.937291694,-3.044177795,-3.97060204,-2.363938984,-3.541286377,-9.205382682,-16.52156276,-2.284901051,-7.115997903,-3.828768017,-10.68875002
241,K_Cd_Br_Br_Cl_POSCAR,1.0695,2.2,1.55,1.1,1.52,1.09,0.848333333,4.34066373,8.99382,12.19841767,0.50145913,-0.72,3.44663396,0.82,1.69,3.026666667,19,48,29,39.0983,112.411,65.087,-0.295334,-0.204228,0.091106,2.73266252,0.006307437,0.002308165,0.490591267,0.002478307,0.204517451,8.75E-08,1.527344911,0.007956698,0.076522598,0.000000108,0.005051674,0.000000428,0.005209496,0.00000142,-1.336666667,0.558370044,-0.689595873,0.288067091,1.550458716,3.567779963,5.118238678,-2.017321247,5.531695538,0.434572404,-4.16663396,-0.208899468,-2.149596196,-0.107772726,-0.660550459,4.062829817,3.402279358,-4.723380276,-2.683704099,-0.162583837,1.938333333,1.284872299,0.864101887,-5.066025866,-6.071302442,-6.000179613,-4.833741189,-16.25162704,-16.04113461,-5.288035605,-14.66414264,-5.257272165,-13.46485369
242,Cs_Ge_I_I_I_POSCAR,0.6271,2.6,1.25,1.4,1.81,0.77,1.273333333,3.893905727,7.899435,10.45126,0.47163025,1.232676413,3.05905238,0.79,2.01,2.66,55,32,53,132.9054519,72.64,126.90447,-0.267904,-0.149882,0.118022,2.993028708,2.96E-18,9.88E-19,0.217171322,1.56E-20,0.252466371,2.1E-20,0.610209973,1.23E-19,0.134632928,5.99E-21,7.17E-20,8.34E-20,2.02E-19,4.45E-20,-0.65,0.755639098,-0.318107667,0.369807063,2.61038961,2.089005236,4.699394847,0.521384374,5.453117564,1.249585001,-1.826375967,0.402960218,-0.893821844,0.197207284,1.600878458,2.402397158,4.003275616,-0.801518699,3.845945858,0.666367113,2.043333333,0.604712042,1.067165677,-40.36134241,-41.45860426,-45.60701604,-43.5421026,-45.30976452,-46.56419554,-44.08179621,-43.93063864,-43.04601926,-44.55879776
243,Cs_Ca_I_I_I_POSCAR,3.7613,2.6,1.8,1.4,1.81,1.14,1.273333333,3.893905727,6.11315547,10.45126,0.47163025,0.024551,3.05905238,0.79,1,2.66,55,20,53,132.9054519,40.078,126.90447,-0.267904,-0.141411,0.126493,3.10893098,1.72E-14,5.53E-15,0.533945594,5.07E-16,0.120922546,2.6E-17,0.976059423,1.69E-15,0.002581494,1.19E-20,9.5E-16,2.15E-16,1.74E-15,4.59E-18,-1.66,0.37593985,-0.687845304,0.155776181,0.877192982,2.089005236,2.966198219,-1.211812254,1.832460733,0.419909423,-3.03450138,0.008025688,-1.257390075,0.003325561,0.021535965,2.402397158,2.423933123,-2.380861193,0.051737941,0.008964365,2.413333333,0.895287958,0.90355326,-31.69386701,-32.82858858,-35.21802067,-34.01404787,-38.18843514,-45.87774855,-34.59006969,-36.07589365,-33.98489128,-39.92265165
244,K_Ca_Cl_Cl_I_POSCAR,4.2883,2.2,1.8,1.133333333,1.52,1.14,0.944444444,4.34066373,6.11315547,12.128842,0.50145913,0.024551,3.428167647,0.82,1,2.993333333,19,20,29,39.0983,40.078,65.93682333,-0.267904,-0.141411,0.126493,2.794288326,0.027726197,0.009922454,0.720638711,0.014920009,0.120182525,0.0000076,1.227585987,0.025543628,0.002575634,2.69E-09,0.020703868,0.0000633,0.020808015,0.00000104,-1.993333333,0.334075724,-0.956289979,0.16027087,0.877192982,3.169411766,4.046604748,-2.292218783,2.78018576,0.276768387,-3.403616647,0.007161552,-1.63286513,0.003435712,0.021535965,3.629824569,3.651360534,-3.608288604,0.078171775,0.005933059,2.084444444,1.207058824,0.836140574,-3.585377573,-4.612955009,-4.205052081,-3.667367387,-11.78736231,-19.73372464,-3.877434736,-9.667625229,-3.87241703,-13.77628984
245,Cs_Zn_Cl_Cl_F_POSCAR,2.056,2.6,1.35,0.833333333,1.81,0.88,0.755,3.893905727,9.394197,14.45269533,0.47163025,-0.62,3.542213461,0.79,1.65,3.433333333,55,30,14.33333333,132.9054519,65.409,29.9681344,-0.32038,-0.222725,0.097655,2.337775845,0.009649894,0.00412781,0.771397918,0.041542835,0.207452965,0.000178839,1.781811184,0.001102457,0.075161655,0.00003,0.053853963,0.000862071,0.000618728,0.000398556,-1.783333333,0.480582524,-1.090723751,0.293934266,1.875,4.547461368,6.422461368,-2.672461368,8.526490065,0.412317961,-4.162213461,-0.175031801,-2.545696306,-0.107053089,-0.704545455,4.691673458,3.987128004,-5.396218913,-3.305497209,-0.150169329,1.635,1.165562914,1.109481853,-4.640808348,-5.490008279,-3.181030215,-6.810213954,-8.629024598,-10.41431318,-2.921479285,-7.056172924,-7.3878448,-7.827662543
246,K_Pb_Cl_Cl_I_POSCAR,1.3044,2.2,1.8,1.133333333,1.52,1.1225,0.944444444,4.34066373,7.4166799,12.128842,0.50145913,0.3567212,3.428167647,0.82,2.33,2.993333333,19,82,29,39.0983,207.2,65.93682333,-0.267904,-0.141831,0.126073,2.883476311,0.018354852,0.006365529,0.234264093,0.008058101,0.271284136,0.000092,1.071594485,0.01858761,0.036254018,0.00000139,0.034397509,0.000339269,0.01734575,0.0000384,-0.663333333,0.778396437,-0.320924607,0.37659282,2.075723831,3.169411766,5.245135597,-1.093687935,6.578823532,0.654924,-3.071446447,0.104055938,-1.485984036,0.050342881,0.317791715,3.629824569,3.947616284,-3.312032854,1.153528175,0.087550158,2.066944444,1.188529412,0.843219845,-3.997861325,-5.05685794,-4.821077358,-3.985260049,-9.293721981,-13.48620681,-3.36977113,-7.988717255,-4.054407759,-10.1674531
247,Rb_Mg_F_F_I_POSCAR,4.396,2.35,1.5,0.8,1.66,0.86,0.894444444,4.1771281,7.646236,15.09896667,0.48591621,-0.42,3.287144009,0.82,1.31,3.54,37,12,23.66666667,85.4678,24.305,54.96709213,-0.267904,-0.175427,0.092477,2.304541958,0.020393899,0.008849437,0.987316112,0.100673414,0.165073728,0.000493224,1.618734896,0.026616736,0.055618407,0.000000354,0.101966749,0.002987899,0.016442925,0.00000637,-2.23,0.370056497,-1.271057632,0.210925173,1.523255814,3.957763977,5.481019791,-2.434508163,6.028686988,0.384877881,-3.707144009,-0.12777049,-2.113001652,-0.072826752,-0.488372093,3.675067838,3.186695745,-4.163439931,-1.794800572,-0.132887912,1.754444444,0.961490684,1.029692221,-3.892519491,-4.727401438,-2.295873526,-3.626215088,-7.614547126,-14.85396892,-2.283108509,-5.813184814,-4.107859985,-11.96391109
248,Rb_Cd_Br_Br_I_POSCAR,0.3456,2.35,1.55,1.233333333,1.66,1.09,1.012777778,4.1771281,8.99382,11.35962667,0.48591621,-0.72,3.262076327,0.82,1.69,2.86,37,48,41,85.4678,112.411,95.57082333,-0.267904,-0.204228,0.063676,2.788932859,0.002959115,0.00106102,0.420648751,0.00337692,0.212284867,0.0000442,1.429340351,0.006126861,0.079259739,0.00000411,0.008027887,0.000208424,0.004286496,0.0000519,-1.17,0.590909091,-0.556406869,0.28101357,1.550458716,2.82391662,4.374375336,-1.273457905,4.378366136,0.549045501,-3.982076327,-0.220718318,-1.893721899,-0.104965118,-0.660550459,3.220920125,2.560369666,-3.881470583,-2.127580266,-0.205081291,2.102777778,1.076247943,0.898917973,-5.822865042,-6.848524569,-5.690791228,-5.095072732,-10.02678577,-12.40208753,-4.824833924,-8.475936092,-5.452285663,-9.866191768
249,Cs_Zn_Cl_Cl_Cl_POSCAR,1.3155,2.6,1.35,1,1.81,0.88,0.78,3.893905727,9.394197,12.967633,0.47163025,-0.62,3.61272528,0.79,1.65,3.16,55,30,17,132.9054519,65.409,35.453,-0.32038,-0.222725,0.097655,2.531033187,6.55E-15,2.59E-15,0.596594311,3.64E-16,0.206299902,4.35E-17,1.672331008,2.86E-15,0.067804562,4.7E-18,6.1E-16,2.11E-16,1.71E-15,6.93E-17,-1.51,0.522151899,-0.909638554,0.314549337,1.875,4.051282051,5.926282051,-2.176282051,7.596153846,0.462816456,-4.23272528,-0.171615595,-2.549834506,-0.103382889,-0.704545455,4.631699077,3.927153622,-5.336244531,-3.263242531,-0.152113823,1.66,1.128205128,1.103423595,-32.65931135,-33.58711852,-35.54937781,-33.48795477,-37.67377074,-39.89896917,-35.03307272,-36.09467354,-34.00228302,-37.20808677
250,Rb_Sn_F_F_Br_POSCAR,0,2.35,1.45,0.716666667,1.66,0.83,0.764166667,4.1771281,7.343918,15.55315,0.48591621,1.1120702,3.388655983,0.82,1.96,3.64,37,50,17.66666667,85.4678,118.71,39.3002688,-0.295334,-0.14445,0.150884,2.263386327,0.01658863,0.00732912,0.756225847,0.060314537,0.241387662,0.000431484,1.009402269,0.003937085,0.145407638,0.0000522,0.079757306,0.001787516,0.003900412,0.000358743,-1.68,0.538461538,-1.053842133,0.337769914,2.361445783,4.763358777,7.12480456,-2.401912993,11.2484135,0.49575224,-2.276585783,0.328174417,-1.428072629,0.20585954,1.339843614,4.434446214,5.774289828,-3.094602599,5.941464443,0.302144518,1.594166667,1.08615049,1.075423053,-4.099037758,-4.915899825,-2.808182126,-5.537314677,-7.748280128,-9.860428063,-2.52876693,-6.326928332,-5.54667309,-7.932904303
251,Cs_Mg_F_F_F_POSCAR,6.9862,2.6,1.5,0.5,1.81,0.86,0.705,3.893905727,7.646236,17.42282,0.47163025,-0.42,3.401189824,0.79,1.31,3.98,55,12,9,132.9054519,24.305,18.9984032,-0.415606,-0.175427,0.240179,2.093058825,2.59E-15,1.24E-15,1.275644988,9.61E-16,0.157255842,1.46E-17,1.825648557,1.97E-15,0.058997959,2.06E-18,7.53E-16,9.29E-17,1.08E-15,3.48E-17,-2.67,0.329145729,-1.706070288,0.21031676,1.523255814,5.645390071,7.168645885,-4.122134257,8.599373248,0.269822952,-3.821189824,-0.123486198,-2.44165484,-0.078904919,-0.488372093,4.824382729,4.336010636,-5.312754822,-2.356093891,-0.101229965,1.565,1.219858156,1.136512556,-33.58711852,-34.32366502,-34.57855726,-33.86074285,-38.76551015,-40.72382569,-34.82246645,-36.91500803,-34.46181535,-37.89691429
252,Cs_Zn_F_F_F_POSCAR,3.7956,2.6,1.35,0.5,1.81,0.88,0.705,3.893905727,9.394197,17.42282,0.47163025,-0.62,3.401189824,0.79,1.65,3.98,55,30,9,132.9054519,65.409,18.9984032,-0.398944,-0.222725,0.176219,2.110417168,1.83E-15,8.68E-16,1.104047122,5.01E-16,0.196441192,1.59E-17,1.905400451,1.49E-15,0.086375884,3.07E-18,4.54E-16,8.08E-17,7.84E-16,3.55E-17,-2.33,0.414572864,-1.470031546,0.261560167,1.875,5.645390071,7.520390071,-3.770390071,10.58510638,0.332129397,-4.021189824,-0.182289149,-2.53702828,-0.115008927,-0.704545455,4.824382729,4.119837275,-5.528928184,-3.398996923,-0.146038466,1.585,1.24822695,1.122171703,-33.93446043,-34.68033996,-35.22992557,-34.14000027,-38.68021256,-40.32485411,-35.32843448,-37.05455471,-34.78212265,-37.87699898
253,K_Sr_I_I_Cl_POSCAR,3.4556,2.2,2,1.266666667,1.52,1.32,1.108888889,4.34066373,5.69486745,11.290051,0.50145913,0.052066,3.243610013,0.82,0.95,2.826666667,19,38,41,39.0983,87.62,96.42064667,-0.267904,-0.131793,0.136111,3.017753448,0.03041156,0.010077549,0.628770407,0.014236288,0.111963289,0.00000604,1.066513616,0.023849012,0.005345996,1.06E-08,0.022641473,0.000054,0.022361657,0.00000197,-1.876666667,0.336084906,-0.772644099,0.138369815,0.71969697,2.549098196,3.268795166,-1.829401227,1.834578247,0.282333953,-3.191544013,0.016051868,-1.313993418,0.006608729,0.039443939,2.92509921,2.964543149,-2.88565527,0.115377436,0.01348465,2.428888889,1.190380761,0.765447085,-3.49293248,-4.597445201,-4.251961081,-3.736012488,-12.01710655,-18.36241184,-3.787971966,-9.826526511,-3.800407528,-13.13747702
254,Rb_Mg_Cl_Cl_Br_POSCAR,3.5587,2.35,1.5,1.05,1.66,0.86,0.814166667,4.1771281,7.646236,12.58302533,0.48591621,-0.42,3.52967962,0.82,1.31,3.093333333,37,12,23,85.4678,24.305,50.27,-0.295334,-0.175427,0.119907,2.577960922,0.006487974,0.002516708,0.693541607,0.00324701,0.164430367,2.33E-10,1.534953195,0.00837133,0.046205401,1.64E-08,0.004681781,1.42E-09,0.005453801,0.000000355,-1.783333333,0.423491379,-1.06520657,0.252956523,1.523255814,3.799385873,5.322641687,-2.276130059,5.787436621,0.400921587,-3.94967962,-0.118990969,-2.35919141,-0.071074745,-0.488372093,4.335328088,3.846955995,-4.823700181,-2.117253252,-0.112649397,1.674166667,1.05629478,1.045155358,-5.03780497,-5.984803581,-5.730020706,-4.782942506,-22.17998266,-17.9259845,-5.364076686,-20.37260897,-5.211442482,-14.85114805
255,K_Ge_Cl_Cl_Cl_POSCAR,0.771,2.2,1.25,1,1.52,0.77,0.78,4.34066373,7.899435,12.967633,0.50145913,1.232676413,3.61272528,0.82,2.01,3.16,19,32,17,39.0983,72.64,35.453,-0.32038,-0.149882,0.170498,2.612905494,2.82E-14,1.08E-14,0.440123075,8.01E-16,0.243436263,2.45E-16,0.910882109,3.43E-15,0.130584144,7.05E-17,1.82E-15,1.01E-15,3.77E-15,5.4E-16,-1.15,0.636075949,-0.741935484,0.41037158,2.61038961,4.051282051,6.661671662,-1.440892441,10.57542458,0.644336676,-2.380048867,0.341204027,-1.535515398,0.22013163,1.600878458,4.631699077,6.232577535,-3.030820618,7.414787278,0.345635248,1.55,0.987179487,1.049413697,-31.19945442,-32.15923026,-34.76067073,-33.30621613,-35.94527346,-37.19091896,-33.93993989,-34.52882606,-33.21170139,-35.15496253
256,K_Ba_I_I_F_POSCAR,2.7898,2.2,2.15,1.1,1.52,1.49,1.083888889,4.34066373,5.2116646,12.77511333,0.50145913,0.144626,3.173098195,0.82,0.89,3.1,19,56,38.33333333,39.0983,137.327,90.93578107,-0.267904,-0.118967,0.148937,2.709587471,0.072550242,0.026775383,0.849203005,0.114116061,0.10892462,0.0000832,1.136127711,0.034410953,0.016955106,0.000000852,0.13438019,0.000763433,0.030287927,0.0000502,-2.21,0.287096774,-0.858622922,0.111542023,0.597315436,2.860071758,3.457387194,-2.262756322,1.70836501,0.208846311,-3.028472195,0.045578797,-1.176613415,0.017708145,0.09706443,2.92751243,3.024576859,-2.830448,0.284157324,0.033155941,2.573888889,1.374679651,0.715456517,-2.623475964,-3.620272358,-2.17053927,-3.369380364,-9.39426321,-13.97567931,-2.007082258,-7.177685191,-3.497006095,-9.899495531
257,Cs_Zn_I_I_Cl_POSCAR,0,2.6,1.35,1.266666667,1.81,0.88,1.108888889,3.893905727,9.394197,11.290051,0.47163025,-0.62,3.243610013,0.79,1.65,2.826666667,55,30,41,132.9054519,65.409,96.42064667,-0.267904,-0.222725,0.045179,2.796861131,0.030472233,0.010895154,0.427956506,0.013481191,0.209862201,0.000013,1.393180418,0.035569028,0.068702117,0.000000982,0.031501311,0.0000619,0.025530813,0.0000143,-1.176666667,0.583726415,-0.591620112,0.293493728,1.875,2.549098196,4.424098196,-0.674098196,4.779559118,0.735554245,-3.863610013,-0.191145051,-1.942597213,-0.09610645,-0.704545455,2.92509921,2.220553755,-3.629644664,-2.060865352,-0.240862071,1.988888889,0.793587174,1.037905067,-3.490939403,-4.519437176,-4.306459824,-3.33628002,-11.2505612,-13.83367453,-3.457726115,-9.689990378,-3.667869203,-11.15525102
258,Cs_Ba_F_Br_I_POSCAR,3.0734,2.6,2.15,1.016666667,1.81,1.49,0.953611111,3.893905727,5.2116646,13.22929667,0.47163025,0.144626,3.274610168,0.79,0.89,3.2,55,56,32.33333333,132.9054519,137.327,75.26895773,-0.267904,-0.118967,0.148937,2.690999681,0.054418506,0.020222413,0.884617903,0.091369374,0.105663934,0.0000724,1.176139047,0.023563017,0.016529822,0.00000116,0.103286825,0.000685159,0.02003421,0.0000703,-2.31,0.278125,-0.945322269,0.11381721,0.597315436,3.355665599,3.952981035,-2.758350163,2.004390861,0.178002074,-3.129984168,0.044165868,-1.280884734,0.018074017,0.09706443,3.433905216,3.530969645,-3.336840786,0.333310051,0.028266485,2.443611111,1.562481795,0.799825838,-2.911050999,-3.900963735,-2.392844933,-3.748076872,-9.533304259,-13.66709055,-2.270245452,-7.28585963,-3.910313967,-9.562738759
259,K_Ca_F_F_Br_POSCAR,5.8365,2.2,1.8,0.716666667,1.52,1.14,0.764166667,4.34066373,6.11315547,15.55315,0.50145913,0.024551,3.388655983,0.82,1,3.64,19,20,17.66666667,39.0983,40.078,39.3002688,-0.295334,-0.141411,0.153923,2.310574027,0.030990017,0.013412259,1.164029141,0.079307157,0.1206199,0.0000647,1.464582216,0.012805159,0.003151865,0.000000045,0.068131591,0.000536087,0.008743216,0.0000143,-2.64,0.274725275,-1.38643326,0.144275855,0.877192982,4.763358777,5.640551759,-3.886165794,4.178384892,0.184154296,-3.364104983,0.007245055,-1.766707212,0.003804843,0.021535965,4.434446214,4.455982178,-4.412910249,0.095500078,0.004856517,1.904166667,1.491821155,0.848346792,-3.474090159,-4.311586139,-2.534426902,-4.357907142,-9.645749356,-16.91660335,-2.686314282,-7.531214097,-4.739477194,-11.15525102
260,Cs_Mg_Br_Br_Br_POSCAR,2.4945,2.6,1.5,1.15,1.81,0.86,0.8825,3.893905727,7.646236,11.81381,0.47163025,-0.42,3.3635883,0.79,1.31,2.96,55,12,35,132.9054519,24.305,79.904,-0.295334,-0.175427,0.119907,2.717534346,4.99E-17,1.84E-17,0.607168039,2.49E-18,0.162856292,1.79E-19,1.392287205,1.31E-17,0.045948508,1.43E-20,4.11E-18,1.1E-18,9.41E-18,3.11E-19,-1.65,0.442567568,-0.946915352,0.253984257,1.523255814,3.354107649,4.877363463,-1.830851835,5.109163977,0.45414637,-3.7835883,-0.124866649,-2.17135627,-0.071659483,-0.488372093,3.811431501,3.323059408,-4.299803594,-1.86139678,-0.128133509,1.7425,0.974504249,1.092781957,-37.53651067,-38.53418101,-40.53424896,-38.87391944,-43.16690115,-45.69402742,-40.03310865,-41.35122149,-39.20475872,-42.61449404
261,K_Sn_I_I_Br_POSCAR,0.3345,2.2,1.45,1.316666667,1.52,0.83,1.143055556,4.34066373,7.343918,10.90544333,0.50145913,1.1120702,3.160564353,0.82,1.96,2.76,19,50,47,39.0983,118.71,111.2376467,-0.267904,-0.14445,0.123454,3.050552308,0.011671741,0.003826108,0.264271557,0.003266082,0.233264453,0.0000113,0.674092466,0.005293328,0.115537332,0.00000104,0.01235881,0.0000485,0.007852525,0.000009,-0.8,0.710144928,-0.405462481,0.359921405,2.361445783,2.414580801,4.776026584,-0.053135018,5.701901651,0.977994102,-2.048494153,0.35185811,-1.038234401,0.178331578,1.339843614,2.765013771,4.104857385,-1.425170156,3.704686045,0.484570322,1.973055556,0.726123937,0.954534222,-4.450584658,-5.56590718,-5.724164178,-5.241308119,-11.39070783,-13.77628984,-4.39338611,-9.93394676,-4.846920143,-11.61828598
262,K_Zn_F_Cl_Br_POSCAR,1.8704,2.2,1.35,0.883333333,1.52,0.88,0.789166667,4.34066373,9.394197,14.06808767,0.50145913,-0.62,3.459167801,0.82,1.65,3.366666667,19,30,20.33333333,39.0983,65.409,44.7851344,-0.295334,-0.222725,0.072609,2.321723321,0.030218778,0.013015667,0.758799424,0.06721653,0.213735202,0.000116457,1.766359671,0.017468535,0.077783535,0.0000517,0.088582737,0.000544865,0.009889568,0.000664258,-1.716666667,0.49009901,-1.028457314,0.293618977,1.875,4.266103483,6.141103483,-2.391103483,7.998944031,0.439511139,-4.079167801,-0.179233861,-2.443834928,-0.107379248,-0.704545455,4.383317169,3.678771715,-5.087862624,-3.088246188,-0.160733396,1.669166667,1.115100316,0.978376848,-3.49929176,-4.341601493,-2.69983608,-4.047354016,-9.057988452,-9.870052776,-2.423818282,-7.5149725,-4.616274815,-7.31683993
263,Rb_Sn_Cl_Cl_F_POSCAR,0,2.35,1.45,0.833333333,1.66,0.83,0.755,4.1771281,7.343918,14.45269533,0.48591621,1.1120702,3.542213461,0.82,1.96,3.433333333,37,50,14.33333333,85.4678,118.71,29.9681344,-0.32038,-0.14445,0.17593,2.371775439,0.01651151,0.006961667,0.632305766,0.042063432,0.242864718,0.000162028,1.025370332,0.000197298,0.133095987,0.000131212,0.066523879,0.000667152,0.000192416,0.000985845,-1.473333333,0.570873786,-0.929547844,0.360172736,2.361445783,4.547461368,6.908907151,-2.186015585,10.73858347,0.519288806,-2.430143261,0.313947822,-1.533213414,0.198074335,1.339843614,4.691673458,6.031517073,-3.351829844,6.286108724,0.285579043,1.585,1.099337748,1.07755255,-4.103697566,-4.967336322,-3.168576514,-8.530795282,-8.727741398,-8.938696222,-2.710194313,-7.312492652,-8.555850863,-6.922011417
264,Rb_Zn_I_I_F_POSCAR,0,2.35,1.35,1.1,1.66,0.88,1.083888889,4.1771281,9.394197,12.77511333,0.48591621,-0.62,3.173098195,0.82,1.65,3.1,37,30,38.33333333,85.4678,65.409,90.93578107,-0.267904,-0.222725,0.045179,2.377690051,0.031536557,0.013263527,0.63420679,0.106475637,0.23018174,0.000620594,1.610118416,0.039432772,0.082550395,0.00000503,0.167887885,0.002696105,0.024490604,0.0000609,-1.45,0.532258065,-0.738330976,0.271022494,1.875,2.860071758,4.735071758,-0.985071758,5.362634546,0.655577957,-3.793098195,-0.19539263,-1.931421995,-0.099492711,-0.704545455,2.92751243,2.222966975,-3.632057884,-2.062565575,-0.240663523,1.963888889,0.811891338,0.988098406,-3.456607866,-4.322737342,-2.239839081,-3.233158032,-7.384833474,-12.20009057,-1.784458874,-5.91594714,-3.709465745,-9.706277383
265,Rb_Zn_I_I_Cl_POSCAR,0,2.35,1.35,1.266666667,1.66,0.88,1.108888889,4.1771281,9.394197,11.290051,0.48591621,-0.62,3.243610013,0.82,1.65,2.826666667,37,30,41,85.4678,65.409,96.42064667,-0.267904,-0.222725,0.045179,2.770571222,0.041042949,0.014813894,0.433707206,0.015167145,0.211988193,0.0000016,1.409730263,0.043282979,0.06940026,4.92E-08,0.034970933,0.00000754,0.030703021,0.000000709,-1.176666667,0.583726415,-0.591620112,0.293493728,1.875,2.549098196,4.424098196,-0.674098196,4.779559118,0.735554245,-3.863610013,-0.191145051,-1.942597213,-0.09610645,-0.704545455,2.92509921,2.220553755,-3.629644664,-2.060865352,-0.240862071,1.988888889,0.793587174,0.984567731,-3.193136224,-4.212189755,-4.188623704,-3.139995816,-13.34550693,-16.82737221,-3.353238048,-11.79528838,-3.483394225,-14.15941031
266,Rb_Mg_I_I_Cl_POSCAR,1.9559,2.35,1.5,1.266666667,1.66,0.86,1.108888889,4.1771281,7.646236,11.290051,0.48591621,-0.42,3.243610013,0.82,1.31,2.826666667,37,12,41,85.4678,24.305,96.42064667,-0.267904,-0.175427,0.092477,2.784782421,0.045955965,0.016502534,0.554995494,0.018142744,0.167495711,9.87E-08,1.331557482,0.043066646,0.046787333,1.77E-09,0.032689894,0.000000589,0.032343062,3.79E-08,-1.516666667,0.463443396,-0.770316027,0.235383215,1.523255814,2.549098196,4.07235401,-1.025842382,3.882928648,0.59756655,-3.663610013,-0.129485357,-1.860750006,-0.0657657,-0.488372093,2.92509921,2.436727117,-3.413471303,-1.428536823,-0.166959155,1.968888889,0.775551102,0.994568983,-3.080071624,-4.104241334,-4.009484578,-3.145006456,-16.13118089,-20.15228629,-3.420689301,-14.34483965,-3.431355748,-17.08831472
267,K_Ca_F_Cl_Br_POSCAR,5.2753,2.2,1.8,0.883333333,1.52,1.14,0.789166667,4.34066373,6.11315547,14.06808767,0.50145913,0.024551,3.459167801,0.82,1,3.366666667,19,20,20.33333333,39.0983,40.078,44.7851344,-0.295334,-0.141411,0.153923,2.440215195,0.044410203,0.018199298,0.994208167,0.079507132,0.123298909,0.0000222,1.417690045,0.015381009,0.002936469,9.29E-08,0.079970307,0.000180387,0.010849345,0.0000316,-2.366666667,0.297029703,-1.226781857,0.153967881,0.877192982,4.266103483,5.143296466,-3.388910501,3.742196038,0.205619246,-3.434616801,0.007097372,-1.78036292,0.003678983,0.021535965,4.383317169,4.404853134,-4.361781205,0.094398965,0.004913166,1.929166667,1.444561773,0.846517851,-3.114286039,-4.006372257,-2.531908551,-4.174621712,-10.71541827,-16.19174219,-2.526099876,-8.620406015,-4.523650569,-10.36235344
